video_id,title,channel_name,publish_date,duration_seconds,category,tags,country,days_since_publish,views,likes,dislikes,comments,subscribers,avg_daily_views,growth_30d,is_trending,virality_label
z6LclE6MWva,Quick Tips: Study Hacks 2025,TopWorld634,2022-10-07,1512,Sports,"fitness,daily,vlog,travel,tutorial,review,study",GB,1040,79952,3491,141,381,14182,76.88,0.5671,0,normal
ArQEPcyLasn,Beginner's Guide to Budget Travel in 10 Minutes,EasyWorld8,2024-06-30,2067,News & Politics,"tips,cooking,investing,fitness",JP,408,8688,500,19,120,100,21.29,-0.5,0,normal
t6mt78sREJp,DIY Budget Travel That Works,QuickAcademy117,2020-10-12,2339,Science & Technology,"investing,music,comedy,python,daily,beginner,review",BR,1765,73662,3795,173,963,100,41.73,-0.4921,0,normal
jOSL0IZbcNJ,Quick Tips: Cooking You Need to Know,GlobalLab510,2024-01-20,2598,Sports,"ai,study,fitness,cooking,comedy",BR,570,58937,2708,121,780,7380,103.4,-0.5,0,normal
5GZ65p2ohYu,The Truth About Stock Market That Works,SmartGuide224,2021-05-07,620,Entertainment,"vlog,travel,daily,unboxing",AU,1558,81706,5356,195,582,13946,52.44,0.0686,0,normal
4ItmYOTk3FC,Review: Gadgets 2025,DailySpot199,2025-02-19,2662,Howto & Style,"finance,unboxing,machinelearning",GB,174,32339,918,71,158,9471,185.86,0.165,0,normal
bN4bIKgVOhJ,Unboxing: Smartphones That Works,TopBytes802,2025-06-29,613,People & Blogs,"music,fitness,investing,unboxing,daily,python,study",BR,44,72760,2656,154,928,7910,1653.64,0.698,0,normal
6zTRcy5TbXa,Reaction to Home Workout 2025,SmartGuide817,2022-04-17,171,People & Blogs,"machinelearning,music,finance,ai,tips,comedy,study",IN,1213,86793,3243,285,0,16509,71.55,-0.1667,0,normal
EogkX3nuvc0,Why Gadgets Explained,TechAcademy131,2023-06-27,2666,Entertainment,"study,fitness,finance,travel,investing,tips,python",AU,777,205872,14361,625,1259,100,264.96,-0.4359,0,popular
5W71re522zH,Reaction to Budget Travel That Works,GlobalVibes485,2021-04-26,1943,Entertainment,"motivation,tutorial,vlog,beginner",US,1569,60730,3425,126,20,14535,38.71,0.183,0,normal
eZFsPtzpFPH,How to AI Tools That Works,LifeJourney512,2022-11-20,902,Music,"investing,unboxing,tutorial,finance,vlog",DE,996,57652,3045,13,669,4063,57.88,-0.1664,0,normal
abhV4AVjFYW,Top 10 Home Workout You Need to Know,SmartReviews346,2024-02-02,1344,Entertainment,"investing,howto,daily,study",DE,557,45338,2628,51,954,8085,81.4,0.2906,0,normal
C37DHpk6Rg9,How to Weight Loss in 10 Minutes,QuickVibes226,2023-08-17,2975,Gaming,"review,tips,investing,study,howto,cooking",DE,726,35187,2855,82,185,100,48.47,0.0262,0,normal
BkuPKV4SnRY,Beginner's Guide to Cooking Full Tutorial,TopBytes134,2023-03-02,641,Education,"tips,beginner,cooking",US,894,39525,1838,101,147,100,44.21,-0.5,0,normal
6Rekgd2IbyV,Top 10 Smartphones in 10 Minutes,GlobalHub87,2024-05-19,2712,News & Politics,"fitness,comedy,ai,daily,tips",GB,450,9673,215,8,141,2036,21.5,0.0607,0,normal
E1a2mjFm3CD,DIY Stock Market Full Tutorial,TopBytes262,2020-12-14,1327,Entertainment,"tutorial,music,machinelearning,tips,beginner",AU,1702,94019,5959,207,437,41894,55.24,-0.3744,0,normal
kUkB8cAkXEU,Reaction to Stock Market You Need to Know,TechVibes121,2025-05-22,1813,Gaming,"finance,machinelearning,beginner,music,tips",AU,82,55867,3210,37,1183,3584,681.3,-0.4872,0,normal
JSPfb0O53cG,DIY Stock Market 2025,QuickReviews34,2024-10-03,3093,Entertainment,"comedy,tutorial,fitness,ai,tips,motivation,unboxing",CA,313,20003,1784,11,325,100,63.91,-0.5,0,normal
pVDg2dWeDBD,Top 10 AI Tools Full Tutorial,SmartJourney499,2022-10-10,1258,Travel & Events,"motivation,unboxing,review",BR,1037,17017,527,63,249,896,16.41,0.4742,0,normal
Peb4BFTFRab,Top 10 Budget Travel for Beginners,QuickBytes635,2022-05-19,355,Education,"beginner,study,ai,vlog",GB,1181,38478,4338,0,55,15526,32.58,0.6981,0,normal
5RyBue7jJTa,How to AI Tools in 10 Minutes,EasyWorld44,2022-07-16,2050,Gaming,"comedy,review,fitness",IN,1123,32903,1325,34,285,100,29.3,0.0457,0,normal
2pcBHUWi9o4,The Truth About Home Workout Full Tutorial,GlobalAcademy243,2021-07-09,1266,Howto & Style,"fitness,unboxing,ai,travel,tutorial,finance,investing",GB,1495,125508,5996,373,343,32230,83.95,-0.0431,0,popular
SAi7vYEstY8,The Truth About Weight Loss 2025,EasyVibes766,2021-07-20,2310,Travel & Events,"ai,machinelearning,fitness,finance,howto",IN,1484,74890,4357,253,789,4931,50.46,0.0047,0,normal
L5XZmsVCfKX,Beginner's Guide to Python for Beginners,TopWorld574,2020-09-20,1993,News & Politics,"tips,tutorial,finance,music,fitness,cooking,howto",CA,1787,83319,4570,50,166,100,46.63,0.0838,0,normal
nQSVzK1KNb8,Why Stock Market in 10 Minutes,DailyReviews268,2021-03-31,3172,Travel & Events,"daily,investing,ai,unboxing",BR,1595,84371,5020,173,1253,23057,52.9,-0.2877,0,normal
09vxXYTa5SJ,Why Weight Loss That Works,GlobalSpot844,2024-07-18,99,Entertainment,"daily,review,tips,travel",CA,390,45526,1947,97,8,3581,116.73,0.4797,0,normal
wuwt5nb63Wb,Unboxing: Python You Need to Know,DailyAcademy629,2024-03-08,693,Music,"investing,study,travel,tutorial",GB,522,35624,1688,110,0,100,68.25,-0.2863,0,normal
03tvnVpURYW,Review: Python for Beginners,QuickVibes861,2022-08-05,2119,Sports,"review,beginner,daily,study",CA,1103,101276,4240,277,1044,16114,91.82,0.1356,0,popular
0DT35eFRKJH,How to AI Tools Full Tutorial,TechGuide473,2023-10-05,3443,Sports,"review,travel,howto,daily",AU,677,51505,1802,38,28,100,76.08,0.8003,0,normal
V0lLi1SHqVr,Why Stock Market You Need to Know,GlobalLab484,2022-09-24,2709,Sports,"cooking,fitness,motivation,vlog",BR,1053,87765,2221,123,866,13694,83.35,-0.3038,0,normal
t7CCRPisLWf,Reaction to Weight Loss in 10 Minutes,DailyJourney730,2023-06-27,2455,News & Politics,"unboxing,travel,music,investing",GB,777,92665,5130,215,850,23413,119.26,0.2245,0,normal
JmBp4SFEQRO,DIY Study Hacks for Beginners,LearnLab944,2021-01-31,3360,People & Blogs,"tips,travel,daily",GB,1654,96857,7825,126,1434,100,58.56,0.8638,0,normal
NoS9B2itWcX,DIY Budget Travel That Works,TechBytes868,2022-12-17,3031,People & Blogs,"fitness,vlog,investing,tutorial,comedy",CA,969,70649,3253,130,637,23084,72.91,0.2574,0,normal
LGVBisM6cSQ,Quick Tips: Study Hacks Full Tutorial,GlobalWorld982,2020-12-03,654,Travel & Events,"review,python,tips,ai,howto,fitness",IN,1713,88430,2730,172,1082,2567,51.62,-0.1313,0,normal
1l18z9CqBUO,Reaction to Home Workout in 10 Minutes,LifeVibes350,2021-02-01,3335,Music,"daily,review,machinelearning,finance,travel,tutorial,cooking",DE,1653,81820,2549,65,698,10687,49.5,0.4273,0,normal
YFjtFi02blZ,How to Study Hacks 2025,LearnLab941,2024-09-11,1506,Science & Technology,"beginner,daily,finance,cooking,review",US,335,7759,374,15,50,100,23.16,0.0595,0,normal
gYAQgEy3OH7,DIY Study Hacks You Need to Know,TopReviews928,2021-02-23,2753,People & Blogs,"howto,cooking,music",BR,1631,18728,1035,8,239,5200,11.48,0.6628,0,normal
5xLKX7JhVwP,The Truth About Stock Market That Works,QuickLab356,2023-12-07,2680,Music,"motivation,finance,tutorial,cooking,unboxing,machinelearning",US,614,64596,3324,107,1060,20512,105.21,0.1974,0,normal
Fq2QMNTpYa0,Review: Stock Market for Beginners,GlobalGuide875,2025-02-01,328,Science & Technology,"daily,howto,beginner,comedy,finance,machinelearning",JP,192,8477,319,22,37,2097,44.15,0.4765,0,normal
qM4wQCaiuQQ,DIY Stock Market Explained,GlobalVibes75,2022-07-13,420,Sports,"tutorial,machinelearning,fitness",BR,1126,25502,69,25,333,13044,22.65,0.0283,0,normal
1XrXUHLfpoV,DIY Smartphones 2025,SmartHub398,2022-03-18,3222,News & Politics,"tips,review,ai,study,unboxing",AU,1243,22034,790,34,361,2502,17.73,0.3611,0,normal
UKGVTTMyHTs,Top 10 AI Tools You Need to Know,LearnVibes398,2022-12-13,1033,Education,"python,motivation,finance",AU,973,64640,3749,142,313,7059,66.43,-0.4095,0,normal
PAswOujm2g6,Beginner's Guide to Gadgets in 10 Minutes,TopJourney784,2023-11-17,3046,Music,"howto,daily,motivation,cooking,vlog,review,machinelearning",AU,634,97634,6845,258,353,100,154.0,-0.1892,0,normal
8K18dUKWedz,Beginner's Guide to Study Hacks for Beginners,GlobalHub856,2025-01-04,772,Education,"review,machinelearning,howto,comedy,cooking,ai",FR,220,6144,456,4,72,1252,27.93,-0.0285,0,normal
XdhiLl0W9p5,How to Home Workout 2025,DailySpot81,2023-11-08,1760,Education,"comedy,investing,motivation,cooking",CA,643,50015,478,94,350,100,77.78,-0.0072,0,normal
weOxWhtauCX,Quick Tips: AI Tools 2025,QuickVibes617,2025-08-07,899,Sports,"review,investing,travel,howto",KR,5,24143,238,10,353,5579,4828.6,-0.5,0,normal
mLrKubduDiZ,DIY AI Tools 2025,QuickAcademy406,2024-09-15,759,People & Blogs,"tutorial,ai,machinelearning,comedy,finance,beginner,daily",GB,331,128551,6077,393,2258,50945,388.37,-0.5,0,popular
zkRcza43ZdK,DIY Study Hacks for Beginners,DailySpot857,2023-04-04,1197,Education,"fitness,howto,tutorial",IN,861,30341,1475,98,363,7602,35.24,0.3486,0,normal
JyHfnTTn40i,Beginner's Guide to Study Hacks Full Tutorial,ProBytes118,2024-06-02,772,Travel & Events,"investing,daily,comedy",IN,436,30913,1898,105,220,100,70.9,0.2086,0,normal
m0wDig4w0Wi,Unboxing: Weight Loss That Works,TopGuide249,2020-10-23,893,Science & Technology,"tips,review,comedy",FR,1754,116073,3317,239,1921,100,66.18,0.0005,0,popular
wADd17QqNfe,DIY Smartphones in 10 Minutes,LearnGuide538,2020-11-07,906,Gaming,"tutorial,howto,unboxing,machinelearning",AU,1739,134621,7538,261,1652,34304,77.41,-0.3806,0,popular
35sqjdtedD9,Top 10 Gadgets That Works,GlobalWorld211,2024-04-10,2256,News & Politics,"howto,machinelearning,study",IN,489,15076,721,24,62,1929,30.83,0.1372,0,normal
MRlt2VEkiEy,Review: Study Hacks for Beginners,TopSpot187,2022-01-30,699,Education,"ai,tips,motivation,review,cooking",GB,1290,47599,3524,74,437,25115,36.9,0.5472,0,normal
F7AlcRBY2aN,DIY Stock Market Full Tutorial,GlobalLab689,2024-05-22,1143,Entertainment,"tips,investing,comedy,python,study,vlog",GB,447,68425,4925,123,281,9938,153.08,0.0752,0,normal
NDgeCx2AhEA,How to Budget Travel for Beginners,GlobalReviews381,2024-04-25,497,Gaming,"investing,cooking,comedy,fitness,tutorial",DE,474,35720,1516,0,485,11012,75.36,-0.4444,0,normal
RDb8yAtuKUX,How to Gadgets Full Tutorial,LearnSpot128,2021-02-02,1063,Education,"travel,motivation,fitness",JP,1652,88006,1224,143,453,11523,53.27,0.5133,0,normal
6S49KLF00d3,How to Python Explained,TopAcademy113,2023-01-25,3557,Gaming,"fitness,unboxing,cooking",DE,930,12460,175,31,67,1668,13.4,-0.5,0,normal
gLZdYhKMdmu,DIY Home Workout 2025,GlobalReviews141,2020-11-22,1347,Science & Technology,"motivation,music,machinelearning",IN,1724,76922,5920,35,1120,15377,44.62,0.9355,0,normal
I75r9HASVq7,Unboxing: Study Hacks for Beginners,TechVibes819,2020-10-30,2825,Gaming,"fitness,investing,ai",DE,1747,134354,6215,185,2526,5835,76.91,0.5358,0,popular
Aj9AbLehgHe,Top 10 Home Workout in 10 Minutes,ProHub890,2025-04-09,3299,Science & Technology,"python,review,cooking,fitness,investing",IN,125,46348,2105,46,0,2864,370.78,0.985,0,normal
eC9VQPVpWrd,DIY Home Workout 2025,ProVibes183,2022-10-07,1834,Entertainment,"vlog,cooking,music,study,review,howto",JP,1040,26795,991,67,0,3022,25.76,-0.1287,0,normal
VUPV0fGjWJN,The Truth About Study Hacks for Beginners,EasyJourney106,2023-05-18,1235,Education,"ai,motivation,vlog,music,investing,tutorial,howto",CA,817,53787,4776,86,1170,100,65.83,0.2828,0,normal
JAEH45kkrl0,The Truth About Python That Works,EasyLab497,2025-05-10,589,Science & Technology,"investing,finance,study,unboxing,comedy,vlog",BR,94,9390,324,24,149,1358,99.89,0.0501,0,normal
FCIX3BYOtDj,How to Gadgets 2025,EasyWorld517,2022-07-22,2676,Howto & Style,"fitness,daily,motivation",JP,1117,28919,2000,123,310,6012,25.89,-0.5,0,normal
Eo0cwLCDkOx,Reaction to AI Tools for Beginners,EasyAcademy417,2025-03-10,742,Travel & Events,"beginner,daily,comedy,ai,tips,unboxing",BR,155,22892,960,33,212,6138,147.69,0.1031,0,normal
f3SepcvILnl,Unboxing: Budget Travel for Beginners,EasySpot263,2023-12-04,2176,Science & Technology,"tips,unboxing,finance,tutorial,cooking",AU,617,67237,2606,155,141,3866,108.97,0.4916,0,normal
7LeVqWHWIwl,Reaction to Weight Loss for Beginners,TechAcademy876,2024-03-18,733,Gaming,"python,finance,motivation,tutorial,cooking,howto,daily",US,512,28400,1489,31,479,779,55.47,-0.2006,0,normal
S3ozFIIRmmW,Quick Tips: Weight Loss in 10 Minutes,SmartGuide942,2023-04-15,698,Travel & Events,"tips,python,investing,motivation,beginner,ai",JP,850,39566,2496,82,430,100,46.55,-0.0086,0,normal
FL2oIvHquil,DIY Gadgets That Works,SmartHub823,2025-05-24,3265,Science & Technology,"finance,tips,daily",IN,80,29325,1328,18,363,8907,366.56,0.7191,0,normal
8VdwjHgEtIN,Why Gadgets Explained,SmartLab706,2020-10-13,1577,People & Blogs,"travel,tutorial,study,daily",JP,1764,76266,3394,33,1525,6019,43.23,0.7323,0,normal
5PN9okf0Tev,Review: AI Tools for Beginners,GlobalGuide817,2023-04-01,1623,Education,"vlog,ai,motivation,cooking,study,beginner",AU,864,110338,9615,358,1415,4176,127.71,0.0109,0,popular
xD0ltkApfqm,Why Smartphones in 10 Minutes,LearnWorld537,2021-06-13,1085,Education,"tutorial,investing,comedy,beginner,review,howto,python",JP,1521,58653,5006,79,400,12053,38.56,-0.0846,0,normal
BbmZCwXUD9U,Unboxing: Python for Beginners,DailySpot326,2023-10-27,1287,Science & Technology,"python,music,daily,ai,howto,unboxing,tips",JP,655,38517,2601,69,444,8944,58.8,-0.1404,0,normal
PVz0oRaFxMP,The Truth About Gadgets Explained,LearnLab7,2025-03-03,2209,Sports,"python,comedy,finance,travel,ai,motivation",JP,162,24763,1546,52,311,6000,152.86,-0.4299,0,normal
J2jT6cVoqoP,Reaction to Home Workout You Need to Know,LearnSpot903,2020-08-26,220,Education,"review,finance,travel,investing,music",FR,1812,46499,3087,120,381,10142,25.66,0.4635,0,normal
WqrQ2yiHHJs,Quick Tips: Study Hacks 2025,ProAcademy283,2022-08-03,1578,Entertainment,"study,ai,vlog,tips,beginner",IN,1105,51211,2783,88,896,10990,46.34,0.2022,0,normal
oduwoaWQ6Li,Quick Tips: Cooking You Need to Know,DailyAcademy611,2024-11-01,3526,Music,"travel,python,machinelearning,vlog,investing,finance",BR,284,19547,657,56,65,2985,68.83,0.5089,0,normal
1PBRKEmIu9X,Quick Tips: Cooking You Need to Know,LifeSpot945,2022-09-12,1071,News & Politics,"unboxing,tips,howto,beginner,investing,travel",CA,1065,28071,1320,28,418,2257,26.36,-0.4232,0,normal
Z7LnwhMepx4,DIY Gadgets 2025,ProGuide963,2025-01-22,2874,Howto & Style,"vlog,howto,travel,comedy,beginner,ai,machinelearning",JP,202,55395,3342,127,378,8771,274.23,-0.0533,0,normal
vWCXXPyscLA,Review: Cooking You Need to Know,QuickReviews255,2023-07-28,2980,Gaming,"unboxing,python,travel,daily,ai,howto,tutorial",BR,746,87867,4705,0,615,28088,117.78,-0.3402,0,normal
QHoBa754s6U,Review: Study Hacks That Works,LifeSpot647,2021-04-26,1329,News & Politics,"travel,howto,study",BR,1569,66501,4274,0,958,16450,42.38,-0.0925,0,normal
On8ATwISUkA,Unboxing: Budget Travel Full Tutorial,SmartWorld870,2023-10-11,1846,Science & Technology,"cooking,comedy,music",KR,671,21799,635,31,241,5972,32.49,-0.3758,0,normal
2JC8kQxGRUV,Quick Tips: Gadgets Full Tutorial,GlobalBytes69,2023-10-22,2272,News & Politics,"tips,finance,study,music,travel,motivation,comedy",US,660,27029,1255,29,213,4562,40.95,0.1593,0,normal
4uUEeIp6iY0,Beginner's Guide to Python Full Tutorial,DailyHub302,2024-11-14,538,Sports,"music,howto,python,travel,tips,fitness",DE,271,23358,1663,17,291,162,86.19,-0.0224,0,normal
aAIytPAyJK5,Top 10 Stock Market That Works,SmartGuide912,2024-05-08,1453,News & Politics,"travel,machinelearning,tutorial",US,461,9769,663,30,64,100,21.19,-0.2409,0,normal
X8gJDZBJSmm,DIY Smartphones You Need to Know,TechAcademy886,2022-04-17,145,People & Blogs,"vlog,beginner,comedy,travel,motivation,machinelearning,finance",IN,1213,72730,4530,0,435,18713,59.96,-0.3403,0,normal
bugzt32NLqO,The Truth About Cooking for Beginners,TechJourney492,2025-01-14,728,Sports,"cooking,tips,fitness,tutorial,review,study,python",BR,210,81763,3757,92,1140,18525,389.35,-0.5,0,normal
KMtt1LXmZWB,Quick Tips: Weight Loss for Beginners,SmartJourney264,2025-06-17,1590,Entertainment,"review,music,investing,howto",IN,56,24220,596,44,250,100,432.5,0.1527,0,normal
nQsKDGAUuRq,Review: Study Hacks 2025,SmartAcademy123,2025-06-21,3072,Sports,"vlog,comedy,study,travel",KR,52,32253,1626,50,236,2467,620.25,0.1088,0,normal
mOHID8OKhcm,Review: Weight Loss Explained,QuickLab381,2022-07-07,275,Sports,"review,finance,travel",KR,1132,57267,1761,143,527,933,50.59,-0.1683,0,normal
NySiUagxgaZ,How to Weight Loss for Beginners,DailyVibes147,2020-09-16,2599,Travel & Events,"python,review,investing",DE,1791,78768,5712,135,979,18235,43.98,0.1966,0,normal
qatcmUxQsF8,The Truth About Home Workout You Need to Know,SmartJourney258,2025-05-01,2802,Education,"motivation,investing,tutorial,tips,unboxing",US,103,5504,138,13,140,858,53.44,0.0662,0,normal
z7fpi5OBHQ3,Why AI Tools That Works,LifeJourney350,2020-08-29,2242,Howto & Style,"tips,vlog,cooking,howto,unboxing,daily,tutorial",JP,1809,88666,3964,56,602,100,49.01,-0.2861,0,normal
iUhK4OlR5eH,Why Budget Travel Explained,LearnBytes547,2024-10-28,2982,Howto & Style,"tips,vlog,unboxing",JP,288,17366,582,57,101,7235,60.3,0.44,0,normal
Nv9k0znhIx2,How to Gadgets Explained,SmartLab963,2022-08-16,587,Gaming,"cooking,unboxing,tips,travel",KR,1092,85428,5909,267,22,25260,78.23,-0.3042,0,normal
IGcHHR9kjQN,The Truth About Study Hacks That Works,LifeReviews965,2022-08-24,2527,News & Politics,"travel,tutorial,cooking,ai",FR,1084,44257,1331,97,803,100,40.83,0.7472,0,normal
OaAupDg5Tks,Review: Stock Market for Beginners,QuickBytes747,2020-09-01,701,People & Blogs,"ai,comedy,investing",JP,1806,16158,862,56,269,4182,8.95,-0.1503,0,normal
mQJBVWFzkmL,Review: Python Explained,LearnAcademy568,2022-04-23,450,Sports,"ai,howto,music",AU,1207,20953,797,46,79,2821,17.36,0.1741,0,normal
fINuhR694fP,Reaction to Home Workout 2025,EasyVibes185,2024-05-17,907,People & Blogs,"vlog,fitness,tips,investing,howto,finance",IN,452,36031,1776,125,431,100,79.71,-0.0773,0,normal
TbqKjCQwdwN,Why Python in 10 Minutes,ProReviews655,2023-07-30,344,Sports,"music,review,comedy,machinelearning",DE,744,43670,2977,83,417,11465,58.7,0.2512,0,normal
mpjQhwj1xNS,Reaction to Home Workout You Need to Know,SmartSpot86,2023-11-13,370,Gaming,"comedy,ai,vlog,python",US,638,55651,2388,146,250,7569,87.23,-0.2725,0,normal
sgWW4BbDFl5,Reaction to Budget Travel That Works,EasyHub788,2021-04-20,3600,Entertainment,"tips,vlog,tutorial,daily,cooking,beginner,unboxing",JP,1575,102555,3414,425,416,16610,65.11,0.2735,0,popular
hG2KYfvJrqg,How to Weight Loss in 10 Minutes,QuickHub354,2023-05-10,3331,Sports,"comedy,cooking,study,tips,travel,python,machinelearning",JP,825,39173,2573,133,283,100,47.48,-0.1114,0,normal
GrgmolaHr8I,Beginner's Guide to Gadgets 2025,TechJourney292,2021-06-15,1952,Music,"machinelearning,music,tutorial,travel,study,investing",IN,1519,39553,1370,95,560,1634,26.04,0.0081,0,normal
L4TOwkWolGc,Top 10 Weight Loss Full Tutorial,LifeSpot771,2024-02-19,1721,News & Politics,"daily,music,vlog,beginner",US,540,37010,2120,125,1,12719,68.54,-0.5,0,normal
VCeIi8MTbx4,DIY Stock Market 2025,ProGuide344,2025-02-03,1532,Sports,"unboxing,machinelearning,tips,beginner,travel,study",CA,190,80752,5020,384,847,100,425.01,0.5873,0,normal
IfJJEMJfsdJ,Reaction to Study Hacks You Need to Know,GlobalHub854,2024-09-20,838,People & Blogs,"travel,investing,comedy,finance",FR,326,24651,1252,68,54,2460,75.62,-0.1886,0,normal
S3HBcNGPOgQ,Unboxing: Python Full Tutorial,TechLab791,2021-07-22,1575,Science & Technology,"beginner,fitness,vlog,howto",US,1482,74769,6227,266,525,100,50.45,-0.2514,0,normal
dDqxuXt01Q8,Quick Tips: Weight Loss in 10 Minutes,LearnAcademy276,2024-03-28,3015,News & Politics,"howto,vlog,daily,motivation,unboxing,beginner,fitness",JP,502,37814,1723,107,127,1044,75.33,-0.0078,0,normal
mMSGpC65S0i,Reaction to Gadgets 2025,EasyGuide184,2022-02-20,645,Music,"python,ai,vlog",CA,1269,66860,3401,171,0,2719,52.69,0.1165,0,normal
hPE7tyyhvCk,Review: Cooking Full Tutorial,DailyHub321,2025-03-22,512,Science & Technology,"review,music,beginner,tips,cooking",FR,143,51378,1762,52,534,20795,359.29,-0.5,0,normal
4kysRoORaDi,Quick Tips: AI Tools Explained,LearnLab9,2020-10-25,2879,People & Blogs,"unboxing,tips,study",IN,1752,57644,2872,141,811,12298,32.9,0.1344,0,normal
JoGWlQ9QHpI,Unboxing: Python You Need to Know,TechAcademy443,2024-05-17,3488,News & Politics,"review,finance,daily,study,beginner",JP,452,28752,1186,59,245,3525,63.61,0.3232,0,normal
eXVyUR2CEK1,Top 10 Gadgets Explained,EasyWorld815,2023-12-28,2219,News & Politics,"unboxing,vlog,study,travel",DE,593,14991,612,20,121,259,25.28,-0.3114,0,normal
ivDCA8ZxbZ4,Why AI Tools 2025,EasyLab947,2021-03-23,326,Gaming,"daily,review,cooking",DE,1603,62736,4415,104,1125,4058,39.14,-0.5,0,normal
GeEHBU7nozV,Unboxing: Python That Works,ProWorld239,2021-05-18,2968,Education,"python,review,beginner,vlog,unboxing,comedy,howto",JP,1547,72401,6959,55,1178,17825,46.8,0.2354,0,normal
cDRTiEbOAWw,Beginner's Guide to Stock Market You Need to Know,QuickHub381,2022-06-13,2361,Education,"music,python,tutorial,fitness,cooking,review",JP,1156,67627,3123,32,982,100,58.5,0.3775,0,normal
KKZebToPEQu,Quick Tips: Study Hacks 2025,LifeGuide774,2021-06-27,1750,Entertainment,"comedy,travel,review",US,1507,29650,1085,29,221,100,19.67,-0.3267,0,normal
JadH08twQXG,The Truth About Cooking for Beginners,DailyGuide10,2023-04-23,2234,Music,"tips,ai,fitness,study,daily",GB,842,127576,3692,288,1399,34468,151.52,-0.0349,0,popular
V4RL7JTtwYw,Review: Gadgets in 10 Minutes,TopBytes234,2025-05-13,2435,Howto & Style,"beginner,unboxing,daily",BR,91,8563,674,16,2,100,94.1,0.3017,0,normal
2iNsWqAszDY,How to Study Hacks That Works,QuickGuide977,2021-05-24,1251,Education,"unboxing,vlog,tips",KR,1541,55480,675,120,80,100,36.0,-0.2687,0,normal
rY5i0hQ8qKc,Quick Tips: Gadgets You Need to Know,TopBytes913,2022-12-22,1754,Music,"comedy,python,review,study,daily",KR,964,43024,1793,118,386,2895,44.63,-0.3848,0,normal
foIjzQDcrr1,Top 10 Study Hacks in 10 Minutes,GlobalBytes436,2024-03-28,500,Sports,"tips,travel,comedy,howto",US,502,46919,2194,83,560,100,93.46,0.4568,0,normal
AjaMOfTft6J,DIY Cooking You Need to Know,LearnReviews581,2024-04-17,2681,Music,"tutorial,motivation,finance,study,vlog,comedy",GB,482,80213,3613,114,436,7290,166.42,-0.2382,0,normal
VW0Lj78OWWq,Review: Gadgets That Works,ProAcademy149,2023-08-28,1284,People & Blogs,"machinelearning,daily,ai,unboxing,cooking",FR,715,3618930,63345,703,61047,64375,5061.44,-0.0324,1,viral
DfxzNXp9Hbx,Why Gadgets Full Tutorial,LearnAcademy935,2024-06-08,2346,Sports,"cooking,travel,music,python,machinelearning",KR,430,42104,4611,120,706,7691,97.92,0.7707,0,normal
6vRbrlvon4v,The Truth About Gadgets for Beginners,ProGuide983,2024-06-26,1737,People & Blogs,"music,vlog,ai,howto,study,finance",GB,412,20525,838,34,230,167,49.82,0.3628,0,normal
NagdNLkjyA6,Unboxing: AI Tools Explained,ProJourney514,2025-01-23,1283,Science & Technology,"music,travel,howto,finance,cooking,investing",CA,201,1643,57,5,23,100,8.17,0.4734,0,normal
Bl4AspGd6Y3,Quick Tips: Smartphones in 10 Minutes,SmartJourney541,2022-07-20,3085,Science & Technology,"howto,tips,motivation,cooking,python,study,daily",IN,1119,58006,1645,209,999,100,51.84,-0.5,0,normal
9RTX2pIX4FA,Quick Tips: Gadgets You Need to Know,TechLab513,2023-02-10,2182,Gaming,"daily,travel,python,finance,fitness",BR,914,166049,2545,368,1732,2520,181.67,0.2168,0,popular
91SofSYYHaQ,How to Budget Travel That Works,TechWorld50,2021-03-20,1276,Entertainment,"machinelearning,cooking,travel,music,tips",KR,1606,31961,2059,35,547,7655,19.9,0.2785,0,normal
LQg16gSwbOG,DIY AI Tools in 10 Minutes,TechJourney329,2024-02-24,3126,Music,"travel,fitness,python,vlog,ai",KR,535,23309,428,37,338,100,43.57,0.5469,0,normal
h1U37zBhGJO,Review: Home Workout That Works,LearnBytes95,2021-03-18,1110,Gaming,"beginner,investing,fitness",CA,1608,80174,2216,91,745,13093,49.86,0.0959,0,normal
g7Y3sJf9BcH,Review: Python You Need to Know,SmartBytes252,2024-11-09,955,Music,"tips,python,ai,fitness",US,276,8483,497,22,38,100,30.74,-0.3683,0,normal
Ku39v3wl64z,Quick Tips: Study Hacks Explained,LifeBytes752,2021-10-09,119,Travel & Events,"music,review,beginner,tutorial,cooking,daily,machinelearning",AU,1403,43507,3207,98,740,100,31.01,-0.5,0,normal
u3TQzrE56tU,Why Gadgets in 10 Minutes,DailyHub261,2024-11-07,1956,News & Politics,"python,comedy,tutorial,cooking,daily",DE,278,9678,1018,4,72,100,34.81,0.5117,0,normal
5uA4gjqeATH,Why Gadgets Explained,TechLab657,2024-11-27,2657,Howto & Style,"tips,python,cooking,vlog,ai,music",KR,258,4531,232,11,9,100,17.56,0.3377,0,normal
IJumhtN8oKo,Quick Tips: Gadgets Full Tutorial,LearnLab321,2024-11-17,2122,Entertainment,"tips,machinelearning,howto,finance,study,fitness",KR,268,124589,9126,121,2012,100,464.88,0.6714,0,popular
n0h6Oj5sRzD,Unboxing: Study Hacks You Need to Know,TopHub393,2025-01-14,810,Travel & Events,"tips,howto,travel,unboxing,machinelearning,daily,cooking",JP,210,12877,291,33,70,2513,61.32,0.5415,0,normal
